1. ¿Cómo se organiza la data en un hard disk drive?; "La data se organiza en círculos concéntricos llamados tracks, que se dividen en sectores, las unidades más pequeñas de data, y se agrupan en blocks para la transferencia de data.";BBDD::indexacion
2. ¿Cuál es la idea principal del almacenamiento de registros de longitud fija?; "La idea principal es almacenar el registro *i* comenzando en el byte *n* (*i* -1), asegurando que cada registro quepa dentro de un solo block para evitar accesos adicionales.";BBDD::indexacion
3. ¿Cuáles son los dos enfoques para manejar la eliminación de registros en un archivo?; "1) Desplazamiento de registros: mover registros subsiguientes para llenar el espacio creado. 2) Listas enlazadas: enlazar espacios libres usando punteros sin mover registros.";BBDD::indexacion
4. ¿Cuál es la diferencia entre la organización de archivos heap y secuencial?; "La organización heap permite colocar registros en cualquier lugar con espacio disponible, mientras que la organización secuencial almacena registros en un orden específico basado en una clave de búsqueda.";BBDD::indexacion
5. ¿Por qué puede ser ineficiente la organización de archivos secuencial para consultas con natural join?; "Requiere recorrer todo el archivo en el orden especificado, lo que puede llevar a leer ambas tablas múltiples veces para encontrar registros coincidentes.";BBDD::indexacion
6. ¿Cuál es el propósito de un index en una base de datos?; "El propósito es mejorar la velocidad de recuperación de datos, aunque requiere espacio adicional y debe actualizarse con cada modificación de la data.";BBDD::indexacion
7. ¿Cuál es la diferencia entre un dense index y un sparse index?; "Un dense index tiene una entrada para cada valor de clave de búsqueda, mientras que un sparse index tiene entradas solo para un subconjunto de esos valores.";BBDD::indexacion
8. ¿Por qué los secondary indexes son siempre densos?; "Son densos porque no determinan el orden físico del archivo de datos, requiriendo una entrada para cada valor posible para localizar registros.";BBDD::indexacion
9. ¿Qué es un multilevel index y por qué se utiliza?; "Es un índice a otro índice, utilizado para mejorar el rendimiento de búsqueda al reducir el número de accesos al disco cuando el índice primario es demasiado grande.";BBDD::indexacion
10. ¿Cuáles son los beneficios y desventajas de usar un B+ tree index?; "Ofrecen operaciones rápidas de búsqueda, inserción y eliminación, pero pueden ser menos eficientes para ciertos tipos de consultas, como consultas de rango sobre atributos no indexados.";BBDD::indexacion
11. ¿Qué es un track en el contexto de un disco duro?; "Un track es un camino circular en un disco donde se graba la data magnéticamente.";BBDD::indexacion
12. ¿Qué es un sector en un disco duro?; "Un sector es una subdivisión de un track, representando la unidad más pequeña de data que se puede leer o escribir desde un disco.";BBDD::indexacion
13. ¿Qué es un block en el contexto de un disco duro?; "Un block es una secuencia contigua de sectors, formando la unidad básica de transferencia de data entre disco y memoria.";BBDD::indexacion
14. ¿Qué caracteriza a la organización de archivos heap?; "Se caracteriza por almacenar registros sin un orden particular.";BBDD::indexacion
15. ¿Qué caracteriza a la organización de archivos secuencial?; "Se caracteriza por almacenar registros en secuencia basada en una clave de búsqueda.";BBDD::indexacion
16. ¿Qué es un dense index?; "Es un índice que contiene una entrada para cada valor de clave de búsqueda en el archivo de datos.";BBDD::indexacion
17. ¿Qué es un sparse index?; "Es un índice que contiene entradas solo para un subconjunto de valores de clave de búsqueda, utilizado típicamente en archivos ordenados secuencialmente.";BBDD::indexacion
18. ¿Qué es un multilevel index?; "Es un índice a otro índice, utilizado para mejorar el rendimiento de búsqueda al reducir accesos al disco.";BBDD::indexacion
19. ¿Qué es un B+ tree index?; "Es una estructura de datos de árbol balanceado comúnmente utilizada para indexación en bases de datos, ofreciendo operaciones eficientes de búsqueda, inserción y eliminación.";BBDD::indexacion
20. ¿Qué es la prefix compression?; "Es una técnica utilizada para acortar claves de índice al almacenar solo un prefijo de la clave, reduciendo requisitos de espacio y mejorando la eficiencia.";BBDD::indexacion
1. ¿Qué es un operador de álgebra relacional?; "Es una función que toma una o más relaciones como entrada y produce una nueva relación como salida, permitiendo la manipulación y recuperación de datos en bases de datos relacionales.";BBDD::AlgebraRelacional
2. ¿Cómo se traduce una consulta SQL en álgebra relacional?; "Se traduce descomponiendo la consulta en componentes más pequeños, cada uno representando una operación específica de álgebra relacional, que se combinan para formar una expresión que representa la consulta original.";BBDD::AlgebraRelacional
3. ¿Cuáles son los dos tipos de operadores de álgebra relacional?; "Los dos tipos son operadores lógicos, que definen la operación a realizar (ejemplo: selección), y operadores físicos, que definen cómo se implementa la operación lógica (ejemplo: búsqueda lineal).";BBDD::AlgebraRelacional
4. ¿Qué representa el "costo" en álgebra relacional?; "El costo se refiere a los recursos utilizados al realizar una operación, típicamente medido en términos de transferencias de bloques de disco, ya que el I/O de disco es el aspecto más costoso en tiempo.";BBDD::AlgebraRelacional
5. ¿Qué significa la notación "R = (A1::T1, ..., An::Tn)"?; "Representa un esquema relacional para una relación llamada 'R', con atributos A1 a An, cada uno con su correspondiente tipo de dato T1 a Tn, como 'Nombre::string'.";BBDD::AlgebraRelacional
6. ¿Qué es la proyección generalizada en álgebra relacional?; "Es una extensión de la proyección estándar que permite cálculos sobre atributos, denotada como $\Pi$ f1,...,fn(R), donde f1 a fn son funciones aplicadas a cada tupla de la relación R.";BBDD::AlgebraRelacional
7. ¿Cuál es el propósito de la operación de selección en álgebra relacional?; "Recupera tuplas de una relación que satisfacen una condición dada, denotada como $\sigma$ P(R), donde P es el predicado aplicado a cada tupla de la relación R.";BBDD::AlgebraRelacional
8. ¿Cómo funciona el algoritmo de búsqueda lineal para la operación de selección?; "Escanea cada bloque de la relación y verifica si cada tupla satisface la condición de selección, con un costo estimado de br transferencias de bloques + 1 acceso a bloque.";BBDD::AlgebraRelacional
9. ¿Qué es un factor de selectividad en álgebra relacional?; "Es una estimación de la fracción de tuplas en una relación que satisfacen una condición dada, utilizada para estimar el tamaño de los resultados intermedios y finales después de operaciones como selección o join.";BBDD::AlgebraRelacional
10. ¿Qué es un join natural en álgebra relacional?; "Es una operación que combina tuplas de dos relaciones basándose en la igualdad de todos los atributos con el mismo nombre, como en el caso de R(A, B, C) y S(B, C, D), donde se devuelven tuplas que cumplen R.B = S.B y R.C = S.C.";BBDD::AlgebraRelacional
11. ¿Qué es una relación en el contexto de álgebra relacional?; "Es una tabla con filas (tuplas) y columnas (atributos) que representa un conjunto de datos relacionados.";BBDD::AlgebraRelacional
12. ¿Qué define un esquema en álgebra relacional?; "Define la estructura de una relación, especificando el nombre de cada atributo y su tipo de dato.";BBDD::AlgebraRelacional
13. ¿Qué es una tupla en álgebra relacional?; "Es una fila en una relación que representa una única instancia de los datos descritos por el esquema.";BBDD::AlgebraRelacional
14. ¿Qué es un atributo en álgebra relacional?; "Es una columna nombrada en una relación que representa una característica específica de los datos.";BBDD::AlgebraRelacional
15. ¿Qué es un dominio en álgebra relacional?; "Es el conjunto de valores posibles que un atributo puede tomar.";BBDD::AlgebraRelacional
16. ¿Qué es el álgebra relacional?; "Es un lenguaje de consulta formal que proporciona un conjunto de operadores para manipular relaciones.";BBDD::AlgebraRelacional
17. ¿Qué es un operador lógico en álgebra relacional?; "Es un operador que define la operación a realizar, como selección, proyección o join.";BBDD::AlgebraRelacional
18. ¿Qué es un operador físico en álgebra relacional?; "Es una implementación concreta de un operador lógico, especificando los algoritmos y estructuras de datos utilizados para realizar la operación.";BBDD::AlgebraRelacional
19. ¿Qué es la optimización de consultas?; "Es el proceso de encontrar la forma más eficiente de ejecutar una consulta, considerando diferentes planes de ejecución y eligiendo el que tenga el costo estimado más bajo.";BBDD::AlgebraRelacional
20. ¿Qué es una transferencia de bloque de disco?; "Es el movimiento de un bloque de datos entre disco y memoria, y el número de transferencias se utiliza como medida del costo de una operación de álgebra relacional.";BBDD::AlgebraRelacional
21. ¿Qué es un índice B+ Tree?; "Es una estructura de datos en forma de árbol que permite la búsqueda, inserción y eliminación eficientes de datos, optimizando operaciones de álgebra relacional.";BBDD::AlgebraRelacional
